Start fixation (ms)	Stop fixation (ms)	X fixation (px)	Y fixation (px)	Number Gaze Point in Fixation	Observer
6266.67	7400.00	2172.00	994.00	34	31
7500.00	7700.00	1741.00	1457.00	7	31
7966.67	8200.00	1304.00	814.00	8	31
8433.33	9833.33	1085.00	1409.00	42	31
9900.00	10100.00	1040.00	1211.00	7	31
10200.00	10533.33	1538.00	1224.00	11	31
10566.67	10700.00	1603.00	909.00	5	31
10800.00	11066.67	987.00	1222.00	9	31
11133.33	11233.33	1021.00	779.00	4	31
11433.33	11566.67	736.00	661.00	5	31
11633.33	11800.00	1065.00	757.00	6	31
0.00	200.00	781.00	2360.00	7	33
433.33	566.67	1773.00	1447.00	5	33
633.33	866.67	1870.00	1773.00	8	33
1433.33	1533.33	2066.00	1688.00	4	33
1566.67	1700.00	2007.00	1747.00	4	33
1933.33	2233.33	1770.00	1311.00	10	33
2300.00	2466.67	1803.00	1713.00	6	33
2500.00	2633.33	1832.00	1636.00	5	33
2933.33	3100.00	1290.00	787.00	6	33
3133.33	3300.00	1326.00	721.00	6	33
3333.33	3633.33	1274.00	923.00	10	33
3800.00	3933.33	1442.00	1556.00	5	33
3966.67	5166.67	1698.00	1764.00	35	33
5333.33	5433.33	1443.00	1918.00	4	33
5500.00	5633.33	1540.00	1393.00	5	33
5866.67	6033.33	1641.00	972.00	6	33
6066.67	6300.00	1733.00	925.00	8	33
6433.33	6700.00	2228.00	1689.00	9	33
6766.67	7600.00	1876.00	1856.00	26	33
7666.67	7833.33	1657.00	2173.00	6	33
7866.67	8400.00	1699.00	2081.00	15	33
8466.67	8700.00	1575.00	2048.00	8	33
8933.33	9300.00	1371.00	1720.00	12	33
9333.33	9766.67	1105.00	1575.00	14	33
9900.00	10133.33	999.00	1587.00	8	33
10166.67	10433.33	913.00	1498.00	9	33
10466.67	10666.67	1004.00	1564.00	7	33
10700.00	11166.67	688.00	1483.00	14	33
11233.33	11866.67	976.00	1619.00	20	33
0.00	366.67	1833.00	1408.00	12	35
466.67	733.33	2303.00	1508.00	9	35
800.00	1133.33	2045.00	1780.00	11	35
1166.67	1333.33	2303.00	1524.00	6	35
1400.00	1600.00	1631.00	1081.00	7	35
1633.33	1800.00	2094.00	751.00	6	35
1900.00	2100.00	1523.00	405.00	7	35
2133.33	2300.00	1265.00	435.00	6	35
2400.00	2500.00	1822.00	1457.00	4	35
2633.33	2800.00	2021.00	1605.00	6	35
2933.33	3266.67	1921.00	1431.00	11	35
3333.33	3900.00	1958.00	1849.00	18	35
3933.33	4100.00	1850.00	1824.00	6	35
4133.33	4633.33	1850.00	1457.00	16	35
4666.67	4900.00	1761.00	1921.00	8	35
4966.67	5133.33	1730.00	1339.00	6	35
5433.33	5733.33	1795.00	628.00	10	35
5800.00	6033.33	969.00	945.00	8	35
6133.33	6366.67	1915.00	1208.00	8	35
6400.00	6633.33	2113.00	1581.00	8	35
6700.00	6966.67	2509.00	1307.00	9	35
7033.33	7433.33	2095.00	1790.00	13	35
7500.00	7700.00	2689.00	1416.00	7	35
7766.67	8066.67	2973.00	1097.00	10	35
8100.00	8466.67	2514.00	688.00	11	35
8566.67	8966.67	1827.00	1542.00	13	35
9000.00	9233.33	1635.00	1570.00	8	35
9266.67	9433.33	1381.00	1440.00	6	35
9466.67	9666.67	1174.00	1465.00	7	35
9700.00	9800.00	1307.00	1605.00	4	35
9866.67	10100.00	1894.00	1039.00	8	35
10233.33	10366.67	1213.00	810.00	5	35
10400.00	10800.00	1078.00	741.00	13	35
10833.33	11000.00	1231.00	510.00	6	35
11066.67	11233.33	2494.00	667.00	6	35
11300.00	11566.67	2106.00	554.00	9	35
-66.67	133.33	1771.00	-41.00	7	36
233.33	400.00	2242.00	1387.00	6	36
633.33	1300.00	2006.00	1421.00	20	36
1366.67	1600.00	1783.00	982.00	8	36
1666.67	1800.00	2017.00	1492.00	5	36
2533.33	2733.33	2067.00	1652.00	7	36
2933.33	3033.33	1852.00	1509.00	4	36
3066.67	3266.67	1843.00	1434.00	7	36
3333.33	3500.00	1822.00	1516.00	5	36
3566.67	3700.00	2096.00	1443.00	5	36
3866.67	4033.33	1275.00	699.00	6	36
4366.67	4733.33	1686.00	1332.00	12	36
5200.00	5366.67	1845.00	1268.00	6	36
5433.33	5566.67	1844.00	986.00	5	36
5633.33	5866.67	1735.00	831.00	8	36
6100.00	6233.33	2122.00	1244.00	5	36
6600.00	7000.00	1327.00	1660.00	12	36
7400.00	7500.00	2035.00	1429.00	4	36
8866.67	9066.67	1488.00	1464.00	7	36
9133.33	9366.67	1233.00	1332.00	8	36
9400.00	9933.33	1002.00	1357.00	17	36
10000.00	10266.67	999.00	1087.00	8	36
10300.00	10400.00	1010.00	1016.00	4	36
10566.67	10733.33	2164.00	1378.00	6	36
-66.67	300.00	2049.00	1179.00	12	37
600.00	700.00	1988.00	1429.00	4	37
733.33	866.67	1845.00	1513.00	5	37
900.00	1033.33	2059.00	1389.00	5	37
1066.67	1266.67	2113.00	1305.00	6	37
1433.33	1633.33	743.00	1015.00	7	37
2100.00	2433.33	1780.00	1466.00	10	37
2666.67	2766.67	929.00	950.00	4	37
2933.33	3700.00	1838.00	1322.00	24	37
3733.33	4266.67	1775.00	1431.00	17	37
4300.00	4400.00	1462.00	1541.00	4	37
4566.67	4766.67	1718.00	1366.00	7	37
4900.00	5133.33	1715.00	1346.00	8	37
5166.67	5666.67	1644.00	1253.00	16	37
5733.33	5866.67	1480.00	1013.00	5	37
6200.00	6300.00	1644.00	839.00	4	37
6433.33	6633.33	1933.00	1305.00	7	37
6766.67	6966.67	1872.00	1548.00	7	37
7066.67	7166.67	1354.00	1675.00	4	37
7466.67	7700.00	1389.00	1589.00	7	37
8266.67	8400.00	1493.00	1446.00	5	37
8666.67	8833.33	1430.00	1556.00	6	37
8966.67	9233.33	1182.00	1586.00	9	37
9400.00	9533.33	1056.00	1506.00	5	37
9633.33	9966.67	1221.00	1472.00	10	37
10000.00	10100.00	1218.00	1663.00	4	37
10633.33	10766.67	2310.00	1309.00	5	37
10833.33	10966.67	1395.00	1648.00	5	37
11000.00	11133.33	1112.00	1668.00	5	37
11233.33	11366.67	1049.00	1459.00	5	37
11500.00	11666.67	1044.00	1302.00	6	37
-66.67	233.33	2806.00	2157.00	10	38
400.00	600.00	2128.00	1313.00	7	38
633.33	900.00	1993.00	1438.00	9	38
933.33	1433.33	2141.00	1360.00	15	38
1500.00	1666.67	1872.00	575.00	6	38
2200.00	2400.00	1103.00	1372.00	7	38
2466.67	3066.67	1910.00	1368.00	19	38
3133.33	4000.00	1857.00	1361.00	27	38
4033.33	5100.00	1720.00	1437.00	33	38
5166.67	5266.67	1863.00	949.00	4	38
5633.33	5766.67	2377.00	1190.00	5	38
5800.00	6100.00	2352.00	1316.00	10	38
6166.67	6866.67	1982.00	1382.00	22	38
6933.33	7166.67	1959.00	1778.00	8	38
7300.00	7533.33	1720.00	1621.00	8	38
7666.67	7766.67	1721.00	1644.00	4	38
7800.00	8066.67	1544.00	1779.00	9	38
8200.00	8833.33	1799.00	1623.00	20	38
9033.33	9166.67	1577.00	1390.00	5	38
9200.00	9366.67	1185.00	1333.00	6	38
9400.00	10133.33	1004.00	1232.00	21	38
10166.67	10466.67	1065.00	1054.00	10	38
10533.33	10733.33	1803.00	1471.00	7	38
10766.67	11233.33	1635.00	1334.00	15	38
11333.33	11800.00	1025.00	1235.00	15	38
-66.67	433.33	2008.00	724.00	16	39
500.00	2200.00	2611.00	957.00	52	39
2266.67	2533.33	2213.00	1118.00	9	39
2600.00	3500.00	2331.00	982.00	28	39
3533.33	5333.33	2139.00	1022.00	55	39
5400.00	5800.00	2061.00	339.00	13	39
5833.33	6166.67	2078.00	240.00	11	39
6200.00	6566.67	2187.00	186.00	12	39
6633.33	7000.00	2070.00	-74.00	12	39
7100.00	7466.67	2143.00	1177.00	12	39
7533.33	8600.00	1786.00	1218.00	32	39
8666.67	8966.67	3056.00	739.00	10	39
9066.67	9300.00	2153.00	1047.00	8	39
9533.33	10033.33	1462.00	1094.00	16	39
10066.67	10300.00	1568.00	882.00	8	39
10333.33	10700.00	1745.00	676.00	12	39
10866.67	11133.33	2030.00	679.00	9	39
11233.33	11433.33	2810.00	921.00	6	39
11666.67	11800.00	1862.00	977.00	5	39
-66.67	333.33	2263.00	1851.00	13	3
400.00	633.33	1953.00	1738.00	8	3
666.67	1200.00	2132.00	1649.00	17	3
1266.67	1466.67	1911.00	1760.00	7	3
1533.33	1666.67	1984.00	1119.00	5	3
1700.00	2000.00	1813.00	811.00	10	3
2066.67	2366.67	1432.00	718.00	10	3
2400.00	2633.33	1669.00	1165.00	8	3
2700.00	2866.67	1903.00	1541.00	6	3
2900.00	3666.67	2081.00	1599.00	24	3
3766.67	4066.67	1974.00	1657.00	10	3
4133.33	4766.67	1820.00	1887.00	20	3
4800.00	5066.67	1923.00	1622.00	9	3
5100.00	6933.33	1875.00	1420.00	56	3
7033.33	8200.00	2127.00	2037.00	36	3
8233.33	8500.00	1945.00	1950.00	9	3
8566.67	8733.33	1608.00	1788.00	6	3
8800.00	9166.67	1868.00	1593.00	12	3
9233.33	9433.33	1383.00	1637.00	7	3
9466.67	9700.00	1039.00	1561.00	8	3
9766.67	9966.67	1050.00	1324.00	7	3
10033.33	10333.33	1729.00	1203.00	10	3
10400.00	10600.00	1202.00	1321.00	7	3
10666.67	10900.00	1942.00	1364.00	8	3
10966.67	11300.00	2647.00	1613.00	11	3
11400.00	11800.00	2173.00	1580.00	12	3
600.00	766.67	1934.00	951.00	6	40
900.00	1066.67	2214.00	1429.00	6	40
1333.33	1500.00	2075.00	1518.00	6	40
1666.67	1800.00	2236.00	1261.00	4	40
2866.67	2966.67	2082.00	1489.00	4	40
3200.00	3300.00	1991.00	1591.00	4	40
3400.00	3500.00	2049.00	1536.00	4	40
3966.67	4100.00	1795.00	1866.00	5	40
4133.33	4566.67	1868.00	1664.00	13	40
4733.33	4933.33	2276.00	1789.00	7	40
5200.00	5366.67	1973.00	687.00	6	40
6033.33	6400.00	2257.00	1623.00	12	40
6466.67	6866.67	2806.00	2197.00	12	40
6933.33	7233.33	1867.00	1683.00	9	40
7600.00	7866.67	1019.00	2101.00	9	40
7933.33	8233.33	925.00	2211.00	9	40
8400.00	8600.00	1993.00	1662.00	7	40
8633.33	8833.33	1931.00	1765.00	6	40
8966.67	9133.33	1491.00	1686.00	6	40
9200.00	9533.33	1276.00	1453.00	11	40
9600.00	9833.33	1406.00	591.00	8	40
9900.00	10200.00	1221.00	817.00	10	40
-66.67	366.67	1923.00	2699.00	14	4
433.33	1366.67	2185.00	1588.00	29	4
1433.33	1600.00	2344.00	1443.00	6	4
1666.67	1800.00	2357.00	1394.00	5	4
2066.67	2233.33	2034.00	1728.00	6	4
2400.00	3733.33	2058.00	1599.00	41	4
3766.67	4000.00	1851.00	1850.00	8	4
4033.33	4166.67	1952.00	1624.00	5	4
5066.67	5333.33	1899.00	1558.00	9	4
5366.67	5900.00	1639.00	2010.00	17	4
6800.00	7000.00	2566.00	1415.00	7	4
8033.33	8333.33	1910.00	1960.00	10	4
8433.33	9333.33	1408.00	1978.00	28	4
9400.00	9666.67	1233.00	1712.00	9	4
9700.00	10000.00	1347.00	1783.00	10	4
10066.67	10266.67	1376.00	1390.00	6	4
133.33	366.67	1995.00	399.00	8	6
433.33	933.33	2263.00	1321.00	16	6
1000.00	1366.67	1991.00	1589.00	12	6
1433.33	1900.00	2286.00	1262.00	15	6
1966.67	2433.33	1888.00	1533.00	15	6
2500.00	3433.33	2005.00	1269.00	29	6
3466.67	3700.00	1957.00	1384.00	8	6
3733.33	5366.67	1856.00	1307.00	50	6
5400.00	5533.33	1873.00	1091.00	5	6
5666.67	6033.33	1948.00	-17.00	12	6
6066.67	6333.33	1792.00	-112.00	9	6
6400.00	6666.67	2550.00	-151.00	9	6
6733.33	7133.33	2554.00	1217.00	13	6
7266.67	7666.67	2184.00	-152.00	13	6
7733.33	8200.00	1477.00	771.00	15	6
8266.67	8700.00	1857.00	1694.00	14	6
8733.33	9133.33	1587.00	1496.00	13	6
9166.67	9333.33	1205.00	1306.00	6	6
9366.67	10000.00	1163.00	1286.00	20	6
10033.33	10366.67	1255.00	1181.00	11	6
10433.33	10600.00	1025.00	1267.00	6	6
10633.33	10866.67	890.00	1398.00	8	6
11033.33	11233.33	1066.00	1247.00	7	6
11300.00	11566.67	857.00	1476.00	9	6
11633.33	11833.33	1224.00	1292.00	7	6
-66.67	800.00	2052.00	1844.00	27	7
866.67	1000.00	2093.00	1521.00	5	7
1066.67	1900.00	2217.00	1579.00	26	7
1966.67	2233.33	1953.00	1762.00	9	7
2266.67	2800.00	2046.00	1975.00	17	7
2833.33	3166.67	1988.00	1581.00	11	7
3233.33	3566.67	1986.00	1549.00	11	7
3600.00	4533.33	2021.00	1741.00	29	7
4566.67	5033.33	2159.00	1853.00	15	7
5066.67	5433.33	1995.00	1662.00	12	7
5500.00	5666.67	1839.00	1227.00	6	7
5733.33	6100.00	1843.00	913.00	12	7
6166.67	6333.33	2045.00	1448.00	6	7
6400.00	6600.00	2123.00	1908.00	7	7
6633.33	6800.00	2133.00	2000.00	6	7
6833.33	7000.00	2424.00	1613.00	6	7
7066.67	7733.33	2023.00	1977.00	21	7
7766.67	8033.33	1800.00	1995.00	9	7
8066.67	8566.67	1887.00	1909.00	16	7
8633.33	8866.67	1874.00	1753.00	8	7
8900.00	9066.67	1743.00	1674.00	6	7
9133.33	9966.67	1338.00	1524.00	25	7
10000.00	10166.67	1229.00	1729.00	6	7
10233.33	10566.67	1218.00	1262.00	11	7
10633.33	10733.33	1955.00	1626.00	4	7
10833.33	11000.00	2446.00	1505.00	6	7
11066.67	11333.33	2036.00	1719.00	9	7
11400.00	11600.00	1880.00	922.00	7	7
-66.67	200.00	1640.00	1553.00	9	8
266.67	433.33	1879.00	1426.00	6	8
500.00	966.67	2203.00	1527.00	15	8
1033.33	1566.67	1921.00	1657.00	17	8
1633.33	2300.00	2165.00	1513.00	21	8
2333.33	3966.67	1939.00	1515.00	50	8
4000.00	5333.33	1824.00	1503.00	41	8
5400.00	5700.00	1698.00	1683.00	10	8
5766.67	6033.33	1802.00	1560.00	9	8
6066.67	6266.67	1641.00	1600.00	7	8
6300.00	6500.00	1945.00	1641.00	7	8
6533.33	6633.33	1943.00	1455.00	4	8
6700.00	6833.33	1776.00	1121.00	5	8
6900.00	7300.00	902.00	1017.00	13	8
7433.33	7733.33	2183.00	1680.00	9	8
7800.00	8000.00	1771.00	1487.00	7	8
8066.67	8866.67	1972.00	1728.00	25	8
8900.00	9066.67	1909.00	1664.00	6	8
9100.00	9266.67	1635.00	1596.00	6	8
9300.00	9900.00	1289.00	1542.00	19	8
9966.67	10166.67	1575.00	1404.00	7	8
10200.00	10400.00	1730.00	1223.00	7	8
10466.67	10733.33	1195.00	1329.00	9	8
10800.00	11033.33	1371.00	1454.00	8	8
11100.00	11333.33	1677.00	1416.00	8	8
11366.67	11533.33	1867.00	1256.00	6	8
11600.00	11833.33	2465.00	1282.00	8	8
-66.67	300.00	2450.00	346.00	12	9
366.67	466.67	1811.00	1110.00	4	9
500.00	833.33	2106.00	1463.00	11	9
866.67	1066.67	2092.00	1391.00	7	9
1133.33	1400.00	1842.00	1588.00	9	9
1433.33	1700.00	1962.00	1302.00	9	9
1733.33	1866.67	2160.00	1366.00	5	9
1933.33	2166.67	2049.00	466.00	8	9
2266.67	2400.00	1091.00	1123.00	5	9
2466.67	2600.00	1775.00	1434.00	5	9
2633.33	3000.00	1884.00	1465.00	12	9
3033.33	4100.00	1781.00	1461.00	33	9
4166.67	4700.00	1567.00	1709.00	17	9
4733.33	5100.00	1489.00	1653.00	12	9
5166.67	5566.67	1787.00	1191.00	13	9
5633.33	6100.00	1964.00	764.00	15	9
6266.67	6466.67	1643.00	1514.00	7	9
6533.33	6733.33	2097.00	1338.00	7	9
6800.00	7166.67	1828.00	1024.00	12	9
7200.00	7500.00	1949.00	812.00	10	9
7566.67	7800.00	1619.00	1541.00	8	9
7866.67	8066.67	1865.00	1778.00	7	9
8100.00	8633.33	1732.00	1778.00	17	9
8666.67	9200.00	1434.00	1557.00	17	9
9233.33	9566.67	1048.00	1315.00	11	9
9600.00	9866.67	1026.00	1371.00	9	9
9900.00	10166.67	1008.00	1645.00	9	9
10266.67	10966.67	1944.00	1368.00	21	9
