Start fixation (ms)	Stop fixation (ms)	X fixation (px)	Y fixation (px)	Number Gaze Point in Fixation	Observer
2066.67	2333.33	1319.00	1262.00	9	18
2433.33	2766.67	706.00	1013.00	11	18
2866.67	3266.67	2086.00	982.00	12	18
3300.00	3633.33	2292.00	956.00	11	18
3700.00	4433.33	2359.00	1148.00	23	18
4533.33	4800.00	1376.00	1260.00	9	18
4866.67	6033.33	2136.00	1175.00	36	18
6100.00	6433.33	2385.00	911.00	11	18
6566.67	8233.33	1641.00	1121.00	51	18
8300.00	9066.67	2292.00	946.00	24	18
9133.33	9300.00	1743.00	701.00	6	18
9333.33	9633.33	1603.00	555.00	10	18
9766.67	10766.67	2242.00	943.00	31	18
10866.67	11200.00	2140.00	1043.00	11	18
11333.33	11500.00	2158.00	1150.00	6	18
-66.67	433.33	1877.00	920.00	16	19
500.00	800.00	1844.00	1231.00	10	19
833.33	1533.33	1855.00	975.00	22	19
1600.00	1700.00	1763.00	1113.00	4	19
1833.33	2133.33	1763.00	1122.00	10	19
2233.33	2400.00	950.00	1261.00	5	19
2466.67	2800.00	741.00	1027.00	11	19
2933.33	3200.00	1931.00	1035.00	9	19
3233.33	3800.00	2243.00	1054.00	18	19
3866.67	4366.67	2230.00	919.00	16	19
4433.33	5100.00	2107.00	1184.00	21	19
5133.33	5733.33	1667.00	1333.00	18	19
5833.33	6100.00	2181.00	1194.00	9	19
6200.00	6933.33	2241.00	994.00	23	19
7266.67	8133.33	2333.00	947.00	27	19
8566.67	8933.33	2156.00	938.00	12	19
8966.67	9533.33	1698.00	791.00	17	19
9600.00	10933.33	2101.00	930.00	39	19
10966.67	11866.67	2213.00	1149.00	28	19
-66.67	266.67	1950.00	1916.00	11	1
366.67	633.33	1939.00	1214.00	9	1
666.67	1266.67	1776.00	1088.00	19	1
1300.00	1866.67	1821.00	1172.00	18	1
1966.67	2400.00	1040.00	1362.00	14	1
2466.67	2733.33	552.00	991.00	9	1
2800.00	2933.33	1585.00	1127.00	5	1
3000.00	3233.33	2123.00	1043.00	8	1
3300.00	3566.67	1063.00	1299.00	9	1
3633.33	3866.67	705.00	1316.00	8	1
3933.33	4133.33	994.00	1533.00	7	1
4200.00	4366.67	1816.00	1483.00	6	1
4400.00	5166.67	2152.00	1247.00	24	1
5200.00	5766.67	1734.00	1190.00	18	1
5833.33	6733.33	2110.00	1163.00	28	1
6800.00	7133.33	1276.00	1550.00	11	1
7200.00	8033.33	2211.00	1055.00	26	1
8133.33	8300.00	2783.00	2062.00	6	1
8433.33	8800.00	3144.00	1849.00	12	1
8933.33	9466.67	2140.00	1053.00	17	1
9500.00	9666.67	1975.00	1104.00	6	1
9733.33	10266.67	2186.00	1007.00	17	1
10300.00	10700.00	2370.00	1052.00	13	1
10766.67	10966.67	2107.00	1182.00	7	1
-66.67	366.67	2417.00	1812.00	14	20
433.33	600.00	1806.00	1407.00	6	20
633.33	1966.67	1677.00	1173.00	41	20
2033.33	2366.67	987.00	1378.00	11	20
2466.67	2700.00	354.00	1150.00	8	20
3166.67	4466.67	2096.00	1094.00	40	20
4500.00	4700.00	2022.00	1198.00	7	20
4733.33	5233.33	1973.00	1290.00	16	20
5300.00	6300.00	1731.00	1372.00	31	20
6366.67	8266.67	1960.00	1220.00	57	20
8333.33	8733.33	1373.00	1356.00	13	20
8800.00	9233.33	2065.00	1135.00	14	20
9266.67	10166.67	2147.00	1069.00	28	20
10233.33	10700.00	2119.00	1285.00	15	20
10766.67	11066.67	1956.00	1467.00	10	20
-66.67	200.00	1853.00	1547.00	9	21
400.00	600.00	1846.00	1456.00	7	21
633.33	833.33	1791.00	1329.00	7	21
866.67	1300.00	1868.00	1187.00	14	21
1333.33	1900.00	1745.00	1250.00	18	21
1966.67	2233.33	1199.00	1392.00	9	21
2300.00	2633.33	779.00	1132.00	11	21
2700.00	2800.00	1327.00	1252.00	4	21
2866.67	3033.33	1883.00	1195.00	6	21
3100.00	3300.00	1148.00	1404.00	7	21
3400.00	3600.00	1964.00	1200.00	7	21
3633.33	3766.67	2151.00	1121.00	5	21
3800.00	4200.00	2113.00	1044.00	13	21
4300.00	4666.67	1647.00	1942.00	12	21
4733.33	4966.67	1192.00	1625.00	8	21
5000.00	5266.67	1024.00	1416.00	9	21
5333.33	5900.00	1778.00	1211.00	18	21
5966.67	6766.67	2051.00	1284.00	25	21
6800.00	6966.67	2253.00	1187.00	6	21
7033.33	7333.33	1630.00	1443.00	10	21
7400.00	7733.33	1358.00	1457.00	11	21
7833.33	8000.00	2082.00	1269.00	6	21
8066.67	8900.00	2163.00	1082.00	26	21
8966.67	10100.00	2209.00	1080.00	35	21
10133.33	10466.67	2181.00	1315.00	11	21
10533.33	10933.33	2005.00	1121.00	13	21
10966.67	11800.00	2094.00	1347.00	26	21
-66.67	33.33	2014.00	294.00	4	22
66.67	300.00	2029.00	157.00	8	22
400.00	666.67	2048.00	632.00	9	22
733.33	1066.67	1968.00	843.00	11	22
1100.00	1300.00	2145.00	800.00	7	22
1333.33	1633.33	1980.00	896.00	10	22
1666.67	1866.67	2095.00	799.00	7	22
1933.33	2400.00	1303.00	959.00	15	22
2466.67	2666.67	548.00	722.00	7	22
2766.67	2866.67	1606.00	846.00	4	22
2933.33	3633.33	2527.00	670.00	21	22
3666.67	3833.33	2666.00	860.00	6	22
3866.67	4033.33	2781.00	815.00	6	22
4066.67	4400.00	2626.00	876.00	11	22
4433.33	5133.33	2353.00	926.00	22	22
5200.00	5333.33	2575.00	968.00	5	22
5366.67	5833.33	2494.00	1021.00	15	22
5900.00	6266.67	2570.00	817.00	12	22
6300.00	6500.00	2626.00	724.00	7	22
6533.33	10333.33	2574.00	667.00	114	22
10366.67	11033.33	2484.00	748.00	21	22
11066.67	11300.00	2440.00	854.00	8	22
11333.33	11666.67	2503.00	966.00	11	22
33.33	333.33	1689.00	1253.00	10	23
400.00	633.33	1721.00	951.00	8	23
700.00	866.67	2676.00	839.00	6	23
966.67	1300.00	1797.00	983.00	10	23
1333.33	1833.33	1749.00	1086.00	16	23
1900.00	2166.67	794.00	1229.00	9	23
2233.33	2333.33	1027.00	911.00	4	23
2400.00	2600.00	279.00	674.00	7	23
2700.00	2833.33	1574.00	915.00	5	23
2900.00	3066.67	2124.00	846.00	6	23
3333.33	3666.67	2051.00	946.00	10	23
3700.00	4066.67	2074.00	1121.00	12	23
4200.00	4333.33	2088.00	907.00	5	23
4433.33	4600.00	1953.00	1091.00	6	23
4666.67	4833.33	2185.00	1182.00	6	23
4900.00	5066.67	1885.00	1144.00	6	23
5133.33	5300.00	946.00	1161.00	6	23
5433.33	5600.00	980.00	1376.00	6	23
5666.67	5900.00	1050.00	1066.00	8	23
5966.67	6300.00	2019.00	953.00	11	23
6333.33	6500.00	2152.00	1025.00	6	23
6800.00	7333.33	2019.00	1011.00	16	23
7366.67	7633.33	1543.00	1146.00	9	23
7666.67	8066.67	1185.00	1347.00	13	23
8133.33	8333.33	1882.00	1062.00	7	23
8366.67	8566.67	2014.00	942.00	7	23
8600.00	8800.00	1819.00	833.00	7	23
8866.67	10633.33	2059.00	986.00	53	23
10733.33	11266.67	1896.00	1498.00	17	23
11333.33	11566.67	1762.00	1611.00	8	23
266.67	400.00	691.00	1155.00	5	24
466.67	600.00	1541.00	1351.00	5	24
633.33	1000.00	1674.00	1183.00	12	24
1033.33	2366.67	1636.00	1241.00	41	24
2433.33	2800.00	1038.00	1284.00	12	24
2866.67	3666.67	1904.00	1142.00	25	24
3700.00	4400.00	2107.00	1283.00	22	24
4500.00	5966.67	1887.00	1340.00	45	24
6000.00	6366.67	2011.00	1182.00	12	24
6433.33	7200.00	1406.00	1315.00	24	24
7266.67	7900.00	2075.00	1258.00	19	24
7933.33	10866.67	1977.00	1137.00	89	24
10900.00	11100.00	1910.00	1413.00	7	24
-66.67	100.00	1448.00	1249.00	6	25
166.67	366.67	1337.00	1128.00	7	25
433.33	866.67	1797.00	1132.00	13	25
1033.33	1200.00	1779.00	1066.00	6	25
1233.33	1866.67	1827.00	1160.00	20	25
1933.33	2100.00	1403.00	1308.00	6	25
2300.00	2766.67	1147.00	1232.00	15	25
2833.33	4666.67	2146.00	1099.00	55	25
4700.00	5466.67	2082.00	1256.00	24	25
5733.33	7533.33	1415.00	1163.00	54	25
7666.67	8266.67	2211.00	1133.00	19	25
8600.00	8966.67	1345.00	1095.00	12	25
9033.33	9300.00	2180.00	1127.00	9	25
9366.67	10100.00	2305.00	1183.00	23	25
10133.33	10933.33	2154.00	1108.00	25	25
10966.67	11166.67	2232.00	1288.00	7	25
11233.33	11666.67	2084.00	1643.00	14	25
100.00	566.67	1693.00	1099.00	14	26
633.33	733.33	1878.00	1071.00	4	26
833.33	966.67	2848.00	971.00	5	26
1066.67	1866.67	1799.00	1216.00	25	26
1966.67	2733.33	1007.00	1393.00	24	26
2766.67	2900.00	1604.00	1256.00	5	26
2966.67	3266.67	2064.00	1051.00	10	26
3300.00	3633.33	2210.00	1212.00	11	26
3966.67	4166.67	2131.00	1044.00	6	26
4300.00	4433.33	2128.00	1083.00	5	26
4466.67	4600.00	2068.00	1158.00	5	26
4633.33	5933.33	2063.00	1283.00	39	26
5966.67	6366.67	2163.00	1212.00	11	26
6733.33	7066.67	1570.00	1056.00	11	26
7200.00	7466.67	2033.00	1072.00	7	26
7533.33	7666.67	2180.00	1042.00	5	26
7900.00	8366.67	2176.00	1078.00	15	26
8433.33	9700.00	2067.00	1081.00	38	26
9866.67	10033.33	2049.00	1067.00	5	26
10066.67	10200.00	2161.00	1219.00	5	26
10766.67	11500.00	2145.00	1295.00	22	26
11533.33	11733.33	1986.00	1326.00	7	26
-66.67	166.67	1335.00	1578.00	8	27
400.00	666.67	1276.00	1544.00	9	27
700.00	933.33	1191.00	1444.00	8	27
1100.00	1966.67	1281.00	1308.00	27	27
2066.67	2300.00	193.00	1400.00	8	27
2366.67	2800.00	-213.00	1044.00	14	27
2866.67	3100.00	1178.00	1323.00	8	27
3133.33	4233.33	1432.00	1232.00	33	27
4266.67	4400.00	1497.00	1289.00	5	27
4433.33	6366.67	1444.00	1441.00	58	27
6433.33	6733.33	1147.00	1389.00	9	27
6833.33	7033.33	370.00	1406.00	7	27
7066.67	7766.67	573.00	1451.00	21	27
7833.33	8366.67	1049.00	1363.00	17	27
8400.00	8533.33	1042.00	1244.00	5	27
9466.67	9566.67	1660.00	1053.00	4	27
10166.67	10366.67	773.00	616.00	7	27
10700.00	10800.00	1503.00	1284.00	4	27
10900.00	11033.33	1255.00	1396.00	4	27
11200.00	11333.33	1491.00	1256.00	4	27
11400.00	11866.67	1601.00	1620.00	14	27
-66.67	100.00	2137.00	1046.00	6	28
166.67	333.33	2098.00	716.00	6	28
433.33	733.33	1946.00	978.00	10	28
766.67	1000.00	1876.00	1053.00	8	28
1033.33	1366.67	1908.00	1356.00	11	28
1400.00	1966.67	1923.00	1198.00	18	28
2033.33	2433.33	1103.00	1463.00	13	28
2466.67	2733.33	1190.00	1537.00	8	28
2933.33	3066.67	1830.00	1134.00	4	28
3133.33	3466.67	2153.00	991.00	11	28
3600.00	3800.00	1502.00	1256.00	7	28
3866.67	4433.33	2198.00	1033.00	18	28
4466.67	4666.67	2137.00	1130.00	7	28
4700.00	5300.00	2169.00	1231.00	19	28
5433.33	5966.67	2008.00	1220.00	17	28
6000.00	6733.33	2177.00	1100.00	22	28
6800.00	7433.33	1645.00	1243.00	20	28
7500.00	7800.00	1929.00	1173.00	10	28
7833.33	8166.67	2160.00	1083.00	11	28
8300.00	8766.67	2217.00	1024.00	15	28
8866.67	9066.67	1549.00	1181.00	7	28
9200.00	10066.67	1524.00	1083.00	27	28
10133.33	10900.00	2129.00	997.00	24	28
11100.00	11333.33	2249.00	1098.00	8	28
11366.67	11800.00	2278.00	1181.00	14	28
-66.67	133.33	1434.00	1299.00	7	29
300.00	600.00	2018.00	1273.00	10	29
833.33	1133.33	1835.00	901.00	10	29
1366.67	2066.67	1696.00	985.00	22	29
2133.33	2333.33	1854.00	1445.00	7	29
2500.00	2733.33	478.00	1009.00	8	29
3000.00	4300.00	2097.00	946.00	40	29
4433.33	4666.67	1856.00	1101.00	8	29
4700.00	5366.67	2031.00	1176.00	21	29
5466.67	5966.67	1028.00	1270.00	16	29
6100.00	6700.00	1964.00	1070.00	19	29
6766.67	7433.33	2283.00	1006.00	21	29
7533.33	11666.67	2155.00	980.00	125	29
-66.67	266.67	1802.00	833.00	11	2
333.33	666.67	1727.00	821.00	11	2
700.00	900.00	1970.00	681.00	7	2
966.67	1166.67	1087.00	355.00	7	2
1233.33	2333.33	1937.00	746.00	34	2
2433.33	2766.67	758.00	765.00	11	2
2866.67	3100.00	2083.00	822.00	8	2
3133.33	3333.33	2307.00	874.00	7	2
3400.00	3666.67	2293.00	682.00	9	2
3733.33	3966.67	2513.00	831.00	8	2
4000.00	4666.67	2417.00	927.00	21	2
4700.00	4833.33	2354.00	1095.00	5	2
4966.67	5900.00	2222.00	918.00	29	2
5933.33	6500.00	2426.00	863.00	18	2
6600.00	7166.67	1594.00	1094.00	18	2
7200.00	7366.67	1527.00	1158.00	6	2
7433.33	7700.00	1831.00	793.00	9	2
7766.67	7966.67	2312.00	736.00	7	2
8000.00	8533.33	2351.00	640.00	17	2
8566.67	9333.33	2502.00	898.00	24	2
9400.00	11200.00	2231.00	679.00	55	2
11233.33	11600.00	2384.00	904.00	12	2
-66.67	266.67	1787.00	-56.00	11	30
400.00	566.67	2045.00	1466.00	6	30
600.00	1600.00	1971.00	1145.00	31	30
1633.33	1933.33	1904.00	1112.00	10	30
2000.00	2366.67	957.00	1405.00	12	30
2433.33	2633.33	477.00	1026.00	7	30
2766.67	3566.67	2147.00	1078.00	25	30
3600.00	3733.33	2303.00	1174.00	5	30
3766.67	3900.00	2327.00	1034.00	5	30
3933.33	4200.00	2201.00	966.00	9	30
4300.00	4633.33	1516.00	1430.00	11	30
4700.00	4800.00	1249.00	1663.00	4	30
4866.67	5100.00	862.00	1977.00	8	30
5200.00	5333.33	1445.00	1520.00	5	30
5533.33	5633.33	2583.00	812.00	4	30
5700.00	5866.67	1751.00	756.00	6	30
5933.33	6333.33	2283.00	1008.00	13	30
6466.67	6700.00	1123.00	1129.00	8	30
6800.00	7033.33	2305.00	1070.00	8	30
7200.00	8366.67	2214.00	1043.00	35	30
8433.33	9966.67	2277.00	1011.00	47	30
10166.67	10400.00	1695.00	2248.00	8	30
10433.33	10766.67	1932.00	2168.00	11	30
10833.33	11000.00	2036.00	1836.00	6	30
11066.67	11333.33	2129.00	1348.00	9	30
11366.67	11766.67	2156.00	1089.00	13	30
-66.67	100.00	1656.00	2135.00	6	31
433.33	533.33	1683.00	948.00	4	31
933.33	1200.00	2806.00	634.00	8	31
1333.33	1500.00	1859.00	982.00	5	31
1900.00	2100.00	1848.00	961.00	6	31
2300.00	2433.33	932.00	1139.00	5	31
2500.00	2600.00	301.00	890.00	4	31
2966.67	3166.67	2139.00	786.00	7	31
3600.00	3766.67	2232.00	754.00	5	31
4100.00	4333.33	2206.00	729.00	7	31
4566.67	4933.33	2087.00	986.00	12	31
4966.67	5100.00	2226.00	1032.00	4	31
6333.33	6600.00	2343.00	864.00	9	31
6866.67	6966.67	2308.00	716.00	4	31
7100.00	7400.00	2252.00	697.00	10	31
7733.33	7900.00	2430.00	778.00	6	31
8733.33	8900.00	1575.00	189.00	6	31
9066.67	9500.00	1519.00	128.00	14	31
9566.67	9833.33	1118.00	1043.00	8	31
9900.00	10600.00	2179.00	812.00	21	31
11233.33	11600.00	1915.00	1092.00	12	31
-66.67	166.67	1792.00	1666.00	8	33
600.00	733.33	1715.00	1358.00	5	33
833.33	1533.33	1661.00	1186.00	21	33
1700.00	1833.33	1632.00	1052.00	5	33
2000.00	2300.00	778.00	1677.00	10	33
2466.67	2700.00	115.00	1132.00	7	33
3000.00	3800.00	2107.00	1200.00	25	33
3900.00	4366.67	2132.00	1187.00	15	33
4400.00	4733.33	1972.00	1448.00	11	33
5166.67	5400.00	1294.00	1544.00	8	33
5466.67	5633.33	1872.00	1478.00	6	33
5733.33	5900.00	1978.00	1538.00	6	33
5933.33	6066.67	2065.00	1348.00	5	33
6133.33	6600.00	2149.00	1182.00	15	33
6633.33	7300.00	2009.00	1228.00	21	33
7400.00	7700.00	1135.00	1394.00	8	33
7766.67	7900.00	245.00	1269.00	5	33
7933.33	8100.00	177.00	1204.00	6	33
8200.00	8666.67	1613.00	1374.00	15	33
8733.33	8933.33	2158.00	1227.00	7	33
9033.33	10333.33	2116.00	1200.00	39	33
10400.00	10533.33	2135.00	1389.00	5	33
10633.33	10900.00	1709.00	1942.00	9	33
10933.33	11233.33	1774.00	1868.00	10	33
11266.67	11566.67	1770.00	1938.00	9	33
-66.67	100.00	1612.00	1133.00	5	35
166.67	433.33	1834.00	1052.00	9	35
500.00	600.00	2001.00	1129.00	4	35
666.67	800.00	1758.00	972.00	5	35
900.00	1233.33	2127.00	1469.00	11	35
1266.67	1500.00	2041.00	1301.00	8	35
1533.33	1933.33	1989.00	1206.00	13	35
2000.00	2200.00	1929.00	1861.00	7	35
2433.33	2666.67	800.00	1448.00	8	35
2866.67	3166.67	2167.00	1114.00	10	35
3200.00	3600.00	2167.00	1035.00	12	35
3666.67	3866.67	1021.00	1314.00	7	35
3933.33	4233.33	1465.00	1622.00	10	35
4533.33	4733.33	2126.00	1419.00	7	35
4766.67	4900.00	2297.00	1510.00	5	35
5000.00	5266.67	2334.00	1374.00	9	35
5366.67	5566.67	2193.00	1405.00	7	35
5600.00	5766.67	2313.00	1522.00	6	35
5833.33	6133.33	1676.00	1641.00	10	35
6200.00	6633.33	2401.00	1199.00	14	35
6666.67	7566.67	2520.00	1140.00	27	35
7633.33	7800.00	1520.00	1283.00	6	35
8000.00	8166.67	1649.00	1485.00	6	35
8300.00	8666.67	2185.00	1249.00	12	35
8766.67	9100.00	2379.00	1101.00	11	35
9266.67	9700.00	2514.00	1181.00	14	35
9733.33	10100.00	2558.00	1040.00	12	35
10133.33	10233.33	2432.00	930.00	4	35
10300.00	10933.33	2304.00	1151.00	20	35
10966.67	11266.67	2037.00	1303.00	10	35
-66.67	333.33	2164.00	1223.00	12	36
500.00	833.33	1781.00	1029.00	11	36
866.67	1166.67	1789.00	873.00	10	36
1200.00	1366.67	1830.00	950.00	6	36
1433.33	2166.67	1785.00	998.00	22	36
2266.67	2400.00	731.00	1140.00	5	36
2900.00	3800.00	2128.00	962.00	27	36
4033.33	4366.67	1301.00	909.00	11	36
4433.33	4633.33	2000.00	1064.00	7	36
4666.67	5133.33	2029.00	1122.00	15	36
5200.00	5366.67	2048.00	1066.00	5	36
5433.33	5833.33	1806.00	856.00	13	36
6100.00	6533.33	2114.00	948.00	14	36
6600.00	7066.67	1780.00	967.00	15	36
7233.33	7333.33	2108.00	902.00	4	36
7366.67	7866.67	2170.00	945.00	15	36
7966.67	8200.00	1526.00	929.00	8	36
8266.67	8433.33	2059.00	1005.00	5	36
8466.67	8733.33	2168.00	992.00	9	36
8766.67	8866.67	2181.00	995.00	4	36
9033.33	9233.33	1412.00	903.00	7	36
9300.00	9400.00	2015.00	924.00	4	36
9433.33	9666.67	2008.00	918.00	8	36
9700.00	10000.00	2238.00	1009.00	9	36
10100.00	10300.00	2284.00	1047.00	6	36
10333.33	10766.67	2161.00	1053.00	13	36
10800.00	10900.00	2013.00	1038.00	4	36
11000.00	11266.67	2021.00	1613.00	8	36
11300.00	11600.00	1814.00	1661.00	9	36
33.33	333.33	1789.00	1491.00	10	37
400.00	500.00	1793.00	1336.00	4	37
600.00	900.00	1713.00	1092.00	9	37
1000.00	1466.67	1816.00	1108.00	15	37
1500.00	1633.33	1767.00	1221.00	5	37
1666.67	1900.00	1810.00	1129.00	8	37
2033.33	2166.67	860.00	1608.00	5	37
2500.00	2700.00	526.00	1475.00	6	37
3066.67	3300.00	2060.00	1048.00	7	37
3400.00	3566.67	2171.00	941.00	5	37
3666.67	3833.33	1581.00	1559.00	5	37
3900.00	4033.33	2122.00	1128.00	5	37
4433.33	5066.67	2072.00	1102.00	20	37
5233.33	5333.33	1437.00	1428.00	4	37
